name	bin length	GC%	# contigs	# features	revised_tax	Genbank Accession	Biosample Accession	Other Accession	scg	completeness	contamination
CG10_big_fil_rev_8_21_14_0_10_Taylorbacteria_OD1_41_48_curated	687861	40.91	15	789	Taylorbacteria	None	SAMN06659450	None	43	1.0	0.0
CG10_big_fil_rev_8_21_14_0_10_Zambryskibacteria_OD1_42_12_curated	674785	41.75	26	748	Zambryskibacteria	None	SAMN06659483	None	40	0.9302	0.0
CG10_big_fil_rev_8_21_14_0_10_Harrisonbacteria_OD1_42_17_curated	879870	42.27	36	954	Harrisonbacteria	None	SAMN06659357	None	41	0.9535	0.0
CG10_big_fil_rev_8_21_14_0_10_Niyogibacteria_OD1_42_19_curated	721119	41.84	42	758	Niyogibacteria	None	SAMN06659395	None	40	0.9302	0.0
CG10_big_fil_rev_8_21_14_0_10_Colwellbacteria_OD1_42_22_curated	550819	42.0	10	643	Colwellbacteria	None	SAMN06659338	None	40	0.9302	0.0
CG10_big_fil_rev_8_21_14_0_10_Buchananbacteria_OD1_42_9_curated	1091054	41.51	51	1180	Buchananbacteria	None	SAMN06659330	None	43	1.0	0.0
CG10_big_fil_rev_8_21_14_0_10_Kaiserbacteria_OD1_43_70_curated	328548	42.81	44	413	Kaiserbacteria	None	SAMN06659362	None	34	0.7907	0.0
CG10_big_fil_rev_8_21_14_0_10_Kaiserbacteria_OD1_44_10_curated	626505	43.43	40	732	Kaiserbacteria	None	SAMN06659363	None	37	0.8605	0.0
CG10_big_fil_rev_8_21_14_0_10_Harrisonbacteria_OD1_44_23_curated	527897	44.0	35	618	Harrisonbacteria	None	SAMN06659358	None	40	0.9302	0.0
CG10_big_fil_rev_8_21_14_0_10_Portnoybacteria_OD1_44_7_curated	512028	44.12	56	575	Portnoybacteria	None	SAMN06659434	None	38	0.8837	0.0
CG10_big_fil_rev_8_21_14_0_10_Vogelbacteria_OD1_45_14_curated	870197	45.16	49	954	Vogelbacteria	None	SAMN06659456	None	41	0.9535	0.0
CG10_big_fil_rev_8_21_14_0_10_Kaiserbacteria_OD1_45_20_curated	608577	44.68	22	694	Kaiserbacteria	None	SAMN06659364	None	40	0.9302	0.0
CG10_big_fil_rev_8_21_14_0_10_Harrisonbacteria_OD1_45_28_curated	757218	44.8	65	869	Harrisonbacteria	None	SAMN06659359	None	38	0.8837	0.0
CG10_big_fil_rev_8_21_14_0_10_Yanofskybacteria_OD1_46_23_curated	571246	45.81	13	651	Yanofskybacteria	None	SAMN06659480	None	41	0.9535	0.0
CG10_big_fil_rev_8_21_14_0_10_Niyogibacteria_OD1_46_36_curated	826912	45.76	11	915	Niyogibacteria	None	SAMN06659396	None	40	0.9302	0.0
CG10_big_fil_rev_8_21_14_0_10_Kaiserbacteria_OD1_47_16_curated	680655	47.08	6	746	Kaiserbacteria	None	SAMN06659365	None	40	0.9302	0.0
CG10_big_fil_rev_8_21_14_0_10_Uhrbacteria_OD1_48_11_curated	891313	47.79	16	976	Uhrbacteria	None	SAMN06659453	None	42	0.9767	0.0
CG10_big_fil_rev_8_21_14_0_10_Harrisonbacteria_OD1_49_15_curated	884161	49.09	34	1002	Harrisonbacteria	None	SAMN06659360	None	37	0.8605	0.0
CG10_big_fil_rev_8_21_14_0_10_Kaiserbacteria_OD1_49_17_curated	643379	49.05	20	754	Kaiserbacteria	None	SAMN06659366	None	41	0.9535	0.0
CG10_big_fil_rev_8_21_14_0_10_Vogelbacteria_OD1_49_38_curated	673341	49.15	30	753	Vogelbacteria	None	SAMN06659457	None	41	0.9535	0.0
CG10_big_fil_rev_8_21_14_0_10_Vogelbacteria_OD1_51_16_curated	958572	51.31	30	1048	Vogelbacteria	None	SAMN06659459	None	41	0.9535	0.0233
CG10_big_fil_rev_8_21_14_0_10_Andersenbacteria_OD1_54_11_curated	925465	54.09	49	978	Andersenbacteria	None	SAMN06659320	None	41	0.9535	0.0
CG10_big_fil_rev_8_21_14_0_10_Peregrinibacteria_36_19_curated	1074598	35.79	15	1080	Peregrinibacteria	None	SAMN06659423	None	41	0.9535	0.0233
CG10_big_fil_rev_8_21_14_0_10_Peregrinibacteria_42_8_curated	1011331	42.29	60	1033	PER-ii	None	SAMN06659424	None	40	0.9302	0.0233
CG10_big_fil_rev_8_21_14_0_10_Peregrinibacteria_55_24_curated	1294447	55.19	13	1293	PER-ii	None	SAMN06659429	None	42	0.9767	0.0
CG10_big_fil_rev_8_21_14_0_10_Falkowbacteria_OD1_44_15_curated	910076	44.34	61	961	Falkowbacteria	None	SAMN06659350	None	41	0.9535	0.0233
CG10_big_fil_rev_8_21_14_0_10_Buchananbacteria_OD1_33_19_curated	945423	33.04	12	974	Buchananbacteria	None	SAMN06659329	None	43	1.0	0.0233
CG10_big_fil_rev_8_21_14_0_10_Portnoybacteria_OD1_38_18_curated	374105	37.8	27	442	Portnoybacteria	None	SAMN06659431	None	36	0.8372	0.0
CG10_big_fil_rev_8_21_14_0_10_Ryanbacteria_OD1_43_42_curated	904005	42.99	10	979	Ryanbacteria	None	SAMN06659439	None	43	1.0	0.0
CG10_big_fil_rev_8_21_14_0_10_Doudnabacteria_OD1_41_10_curated	1081311	41.45	70	1119	Doudnabacteria	None	SAMN06659340	None	40	0.9302	0.0
CG10_big_fil_rev_8_21_14_0_10_Uhrbacteria_OD1_41_26_curated	847717	41.18	37	885	Uhrbacteria	None	SAMN06659452	None	42	0.9767	0.0
CG10_big_fil_rev_8_21_14_0_10_Uhrbacteria_OD1_48_16_curated	987517	47.68	29	1023	Uhrbacteria	None	SAMN06659454	None	41	0.9535	0.0
CG10_big_fil_rev_8_21_14_0_10_Uhrbacteria_OD1_50_16_curated	896491	49.5	10	935	Uhrbacteria	None	SAMN06659455	None	43	1.0	0.0
CG10_big_fil_rev_8_21_14_0_10_Wolfebacteria_OD1_31_9_curated	452361	31.01	43	522	Wolfebacteria	None	SAMN06659472	None	36	0.8372	0.0
CG10_big_fil_rev_8_21_14_0_10_WWE3_35_32_curated	772471	34.78	26	907	WWE3	None	SAMN06659474	None	38	0.8837	0.0
CG10_big_fil_rev_8_21_14_0_10_Yanofskybacteria_OD1_37_15_curated	461688	37.22	32	509	Yanofskybacteria	None	SAMN06659479	None	34	0.7907	0.0
CG11_big_fil_rev_8_21_14_0_20_novel_Parcubacteria_39_14_curated	978878	38.39	71	981	Parcubacteria	None	SAMN06659518	None	41	0.9535	0.0
CG11_big_fil_rev_8_21_14_0_20_Parcubacteria_OD1_41_14_curated	1018559	41.19	232	1192	Parcubacteria	None	SAMN06659528	None	38	0.8837	0.0
CG11_big_fil_rev_8_21_14_0_20_Peregrinibacteria_46_8_curated	1323634	45.86	70	1361	Peregrinibacteria	None	SAMN06659531	None	41	0.9535	0.0233
CG11_big_fil_rev_8_21_14_0_20_Peregrinibacteria_49_14_curated	1436623	49.03	46	1424	PER-ii	None	SAMN06659532	None	42	0.9767	0.0
CG11_big_fil_rev_8_21_14_0_20_Berkelbacteria_40_23_curated	658732	39.28	89	731	Berkelbacteria	None	SAMN06659488	None	39	0.907	0.0
CG11_big_fil_rev_8_21_14_0_20_Gottesmanbacteria_OP11_37_11_curated	1443784	37.13	158	1485	Gottesmanbacteria	None	SAMN06659502	None	41	0.9535	0.0
CG11_big_fil_rev_8_21_14_0_20_Magasanikbacteria_OD1_39_34_curated	1178386	38.76	11	1149	Magasanikbacteria	None	SAMN06659508	None	42	0.9767	0.0
CG11_big_fil_rev_8_21_14_0_20_Liptonbacteria_OD1_35_14_curated	619417	34.35	51	717	Liptonbacteria	None	SAMN06659506	None	40	0.9302	0.0
CG11_big_fil_rev_8_21_14_0_20_Falkowbacteria_OD1_39_10_curated	923575	39.12	76	951	Falkowbacteria	None	SAMN06659498	None	35	0.814	0.0233
CG11_big_fil_rev_8_21_14_0_20_novel_Parcubacteria_OD1_39_22_curated	885646	39.39	118	900	Parcubacteria	None	SAMN06659519	None	37	0.8605	0.0233
CG11_big_fil_rev_8_21_14_0_20_Tagabacteria_OD1_41_11_curated	455944	40.58	33	521	Tagabacteria	None	SAMN06659539	None	41	0.9535	0.0
CG11_big_fil_rev_8_21_14_0_20_Taylorbacteria_OD1_46_11_curated	1244668	45.55	88	1337	Taylorbacteria	None	SAMN06659540	None	37	0.8605	0.0
CG12_big_fil_rev_8_21_14_0_65_Moisslbacteria_OD1_36_11_curated	398478	36.06	37	464	Parcubacteria	None	SAMN06659558	None	38	0.8837	0.0
CG17_big_fil_post_rev_8_21_14_2_50_Gracilibacteria_48_13_curated	1276692	48.27	11	1161	Gracilibacteria	None	SAMN06659595	None	42	0.9767	0.0465
CG18_big_fil_WC_8_21_14_2_50_Wolfebacteria_OD1_39_7_curated	464238	38.24	96	570	Wolfebacteria	None	SAMN06659626	None	38	0.8837	0.0
CG18_big_fil_WC_8_21_14_2_50_Nealsonbacteria_OD1_37_10_curated	562317	36.71	201	736	Nealsonbacteria	None	SAMN06659621	None	34	0.7907	0.0233
CG22_combo_CG10-13_8_21_14_all_WWE3_39_12_curated	988027	39.18	92	1070	WWE3	None	SAMN06659655	None	40	0.9302	0.0
CG22_combo_CG10-13_8_21_14_all_Beckwithbacteria_OP11_01_47_9_curated	866659	46.29	146	1135	Beckwithbacteria	None	SAMN06659629	None	39	0.907	0.0
CG22_combo_CG10-13_8_21_14_all_Collierbacteria_OP11_43_12_curated	933898	42.79	147	1115	Collierbacteria	None	SAMN06659632	None	37	0.8605	0.0
CG22_combo_CG10-13_8_21_14_all_Roizmanbacteria_OP11_34_12_curated	650359	33.48	85	793	Roizmanbacteria	None	SAMN06659647	None	37	0.8605	0.0
CG22_combo_CG10-13_8_21_14_all_Roizmanbacteria_OP11_35_9_curated	908015	34.99	108	1057	Roizmanbacteria	None	SAMN06659648	None	39	0.907	0.0
CG22_combo_CG10-13_8_21_14_all_Woesebacteria_OP11_39_10_curated	586757	38.25	108	725	Woesebacteria	None	SAMN06659653	None	31	0.7209	0.0
CG22_combo_CG10-13_8_21_14_all_Nomurabacteria_OD1_32_8_curated	642245	31.64	61	707	Nomurabacteria	None	SAMN06659641	None	40	0.9302	0.0
CG22_combo_CG10-13_8_21_14_all_Campbellbacteria_OD1_36_13_curated	656729	35.94	47	728	Campbellbacteria	None	SAMN06659630	None	41	0.9535	0.0
CG22_combo_CG10-13_8_21_14_all_Vogelbacteria_OD1_37_9_curated	494618	37.26	38	523	Vogelbacteria	None	SAMN06659652	None	38	0.8837	0.0
CG22_combo_CG10-13_8_21_14_all_Campbellbacteria_OD1_43_18_curated	582026	43.38	45	633	Campbellbacteria	None	SAMN06659631	None	40	0.9302	0.0
CG22_combo_CG10-13_8_21_14_all_Lloydbacteria_OD1_47_15_curated	658133	46.62	34	725	Lloydbacteria	None	SAMN06659638	None	40	0.9302	0.0
CG22_combo_CG10-13_8_21_14_all_Uhrbacteria_OD1_47_17_curated	890978	47.32	81	992	Uhrbacteria	None	SAMN06659650	None	42	0.9767	0.0
CG22_combo_CG10-13_8_21_14_all_Peregrinibacteria_49_11_curated	889594	49.07	70	974	PER-ii	None	SAMN06659645	None	41	0.9535	0.0
CG22_combo_CG10-13_8_21_14_all_Woesebacteria_OP11_45_10_curated	308689	44.46	44	375	Woesebacteria	None	SAMN06659654	None	31	0.7209	0.0
CG23_combo_of_CG06-09_8_20_14_all_150_Portnoybacteria_OD1_37_13_curated	555296	37.15	73	696	Portnoybacteria	None	SAMN06659694	None	33	0.7674	0.0233
CG23_combo_of_CG06-09_8_20_14_all_150_Nealsonbacteria_OD1_37_18_curated	488461	36.99	89	599	Nealsonbacteria	None	SAMN06659685	None	38	0.8837	0.0
CG23_combo_of_CG06-09_8_20_14_all_150_Nealsonbacteria_OD1_39_17_curated	632764	38.9	43	710	Nealsonbacteria	None	SAMN06659687	None	40	0.9302	0.0
CG23_combo_of_CG06-09_8_20_14_all_150_Berkelbacteria_40_13_curated	654411	39.79	46	699	Berkelbacteria	None	SAMN06659689	None	39	0.907	0.0
CG23_combo_of_CG06-09_8_20_14_all_150_WWE3_40_14_curated	635565	39.33	40	681	WWE3	None	SAMN06659703	None	40	0.9302	0.0
CG23_combo_of_CG06-09_8_20_14_all_150_Brennerbacteria_OD1_44_41_curated	540813	43.4	53	604	Brennerbacteria	None	SAMN06659662	None	42	0.9767	0.0
CG23_combo_of_CG06-09_8_20_14_all_150_Howlettbacteria_37_9_curated	1107588	37.2	139	1220	Howlettbacteria	None	SAMN06659675	None	40	0.9302	0.0
CG23_combo_of_CG06-09_8_20_14_all_150_Nealsonbacteria_OD1_36_12_curated	416749	35.93	42	482	Nealsonbacteria	None	SAMN06659684	None	38	0.8837	0.0
CG23_combo_of_CG06-09_8_20_14_all_150_Falkowbacteria_OD1_49_15_curated	1074256	48.71	120	1021	Falkowbacteria	None	SAMN06659672	None	39	0.907	0.0
CG23_combo_of_CG06-09_8_20_14_all_150_Berkelbacteria_33_15_curated	567211	33.17	36	620	Berkelbacteria	None	SAMN06659660	None	38	0.8837	0.0
CG23_combo_of_CG06-09_8_20_14_all_150_Beckwithbacteria_OP11_34_8_curated	877957	33.38	118	972	Beckwithbacteria	None	SAMN06659658	None	32	0.7442	0.0
CG23_combo_of_CG06-09_8_20_14_all_150_Moranbacteria_OD1_35_22_curated	905852	34.62	82	939	Moranbacteria	None	SAMN06659679	None	39	0.907	0.0
CG23_combo_of_CG06-09_8_20_14_all_150_Parcubacteria_OD1_35_9_curated	887863	34.44	218	916	Parcubacteria	None	SAMN06659693	None	41	0.9535	0.0233
CG23_combo_of_CG06-09_8_20_14_all_150_Moranbacteria_OD1_39_10_curated	914156	38.66	130	1017	Moranbacteria	None	SAMN06659680	None	37	0.8605	0.0
CG23_combo_of_CG06-09_8_20_14_all_150_Jorgensenbacteria_OD1_54_14_curated	508792	54.23	47	579	Jorgensenbacteria	None	SAMN06659676	None	41	0.9535	0.0
CG_4_10_14_0_2_um_filter_Nealsonbacteria_OD1_37_10_curated	338581	36.4	63	454	Nealsonbacteria	None	SAMN06659739	None	35	0.814	0.0
CG_4_10_14_0_2_um_filter_Torokbacteria_OD1_35_8_curated	897634	34.23	158	920	Torokbacteria	None	SAMN06659773	None	38	0.8837	0.0
CG_4_10_14_0_2_um_filter_Nealsonbacteria_OD1_38_17_curated	830265	37.81	76	883	Nealsonbacteria	None	SAMN06659740	None	31	0.7209	0.0
CG_4_10_14_0_2_um_filter_WWE3_41_14_curated	1318183	41.47	206	1537	WWE3	None	SAMN06659782	None	38	0.8837	0.0
CG_4_10_14_0_2_um_filter_Djokabacteria_WS6_41_15_curated	1032881	41.38	138	1094	Dojkabacteria	None	SAMN06659714	None	35	0.814	0.0
CG_4_10_14_0_2_um_filter_Peregrinibacteria_41_8_curated	1107709	40.77	190	1248	Peregrinibacteria	None	SAMN06659756	None	43	1.0	0.0
CG_4_10_14_0_2_um_filter_Peregrinibacteria_43_11_curated	1367178	43.01	165	1352	Peregrinibacteria	None	SAMN06659757	None	41	0.9535	0.0233
CG_4_10_14_0_2_um_filter_Saccharibacteria_52_9_curated	783899	52.39	92	930	Saccharibacteria	None	SAMN06659767	None	39	0.907	0.0
CG_4_10_14_0_2_um_filter_Nomurabacteria_OD1_30_12_curated	610765	30.29	53	698	Nomurabacteria	None	SAMN06659743	None	42	0.9767	0.0
CG_4_10_14_0_2_um_filter_Magasanikbacteria_OD1_33_14_curated	1098199	33.3	72	1096	Magasanikbacteria	None	SAMN06659730	None	41	0.9535	0.0
CG_4_10_14_0_2_um_filter_Magasanikbacteria_OD1_37_12_curated	870869	37.41	48	844	Magasanikbacteria	None	SAMN06659731	None	42	0.9767	0.0
CG_4_10_14_0_2_um_filter_Roizmanbacteria_OP11_36_9_curated	928840	35.93	87	1046	Roizmanbacteria	None	SAMN06659764	None	39	0.907	0.0
CG_4_10_14_0_2_um_filter_Roizmanbacteria_OP11_39_13_curated	1219887	38.78	79	1292	Roizmanbacteria	None	SAMN06659766	None	38	0.8837	0.0465
CG_4_10_14_0_2_um_filter_Nealsonbacteria_OD1_40_15_curated	487190	39.91	54	547	Nealsonbacteria	None	SAMN06659742	None	34	0.7907	0.0
CG_4_10_14_0_2_um_filter_Peregrinibacteria_38_24_curated	1102626	37.6	43	1084	Peregrinibacteria	None	SAMN06659755	None	42	0.9767	0.0
CG_4_10_14_0_2_um_filter_Wolfebacteria_OD1_39_18_curated	469945	39.21	53	550	Wolfebacteria	None	SAMN06659781	None	38	0.8837	0.0
CG_4_10_14_0_8_um_filter_cor_Gribaldobacteria_OD1_33_9_curated	327106	32.76	50	388	Gribaldobacteria	None	SAMN06659811	None	35	0.814	0.0
CG_4_10_14_0_8_um_filter_cor_Nealsonbacteria_OD1_37_14_curated	706983	36.85	94	790	Nealsonbacteria	None	SAMN06659823	None	42	0.9767	0.0
CG_4_10_14_0_8_um_filter_cor_Howlettbacteria_40_9_curated	819556	39.7	125	933	Howlettbacteria	None	SAMN06659812	None	38	0.8837	0.0
CG_4_10_14_0_8_um_filter_cor_Uhrbacteria_OD1_58_22_curated	1072158	58.14	70	1027	Uhrbacteria	None	SAMN06659843	None	42	0.9767	0.0
CG_4_10_14_0_8_um_filter_cor_Magasanikbacteria_OD1_32_14_curated	750479	32.28	92	735	Magasanikbacteria	None	SAMN06659819	None	41	0.9535	0.0
CG_4_10_14_0_8_um_filter_cor_Levybacteria_OP11_35_23_curated	934087	34.97	31	1011	Levybacteria	None	SAMN06659818	None	41	0.9535	0.0
CG_4_10_14_0_8_um_filter_cor_Magasanikbacteria_OD1_42_12_curated	1047527	42.3	172	1093	Magasanikbacteria	None	SAMN06659820	None	42	0.9767	0.0
CG_4_10_14_0_8_um_filter_cor_Roizmanbacteria_OP11_33_9_curated	1069796	33.33	195	1199	Roizmanbacteria	None	SAMN06659837	None	33	0.7674	0.0
CG_4_10_14_0_8_um_filter_cor_Pacebacteria_OP11_42_14_curated	979427	42.09	75	1118	Pacebacteria	None	SAMN06659830	None	37	0.8605	0.0
CG_4_10_14_0_8_um_filter_cor_Wolfebacteria_OD1_37_11_curated	472386	36.31	107	592	Wolfebacteria	None	SAMN06659846	None	40	0.9302	0.0
CG_4_10_14_0_8_um_filter_cor_Kerfelbacteria_OD1_42_10_curated	1364600	41.84	85	1397	Kerfeldbacteria	None	SAMN06659816	None	41	0.9535	0.0
CG_4_10_14_0_8_um_filter_cor_Roizmanbacteria_OP11_39_9_curated	1004538	39.28	117	1142	Roizmanbacteria	None	SAMN06659840	None	40	0.9302	0.0
CG_4_10_14_3_um_filter_Peregrinibacteria_44_21_curated	963675	43.66	73	934	Peregrinibacteria	None	SAMN06659885	None	43	1.0	0.0
CG_4_8_14_3_um_filter_Portnoybacteria_OD1_44_10_curated	870906	43.81	138	1020	Portnoybacteria	None	SAMN06659952	None	43	1.0	0.0
CG_4_8_14_3_um_filter_WWE3_42_11_curated	1084702	41.95	143	1158	CPR1	None	SAMN06659965	None	38	0.8837	0.0
CG_4_8_14_3_um_filter_Shapirobacteria_OP11_35_11_curated	689593	35.12	147	933	Shapirobacteria	None	SAMN06659959	None	36	0.8372	0.0
CG_4_8_14_3_um_filter_Kaiserbacteria_OD1_38_9_curated	700767	37.94	231	842	Kaiserbacteria	None	SAMN06659932	None	34	0.7907	0.0
CG_4_9_14_0_2_um_filter_novel_Parcubacteria_35_11_curated	543537	35.36	58	618	Parcubacteria	None	SAMN06659984	None	35	0.814	0.0
CG_4_9_14_0_2_um_filter_Peregrinibacteria_53_11_curated	1198749	53.01	49	1151	Peregrinibacteria	None	SAMN06659996	None	43	1.0	0.0
CG_4_9_14_0_2_um_filter_Yonathbacteria_OD1_43_16_curated	676646	42.96	29	760	Yonathbacteria	None	SAMN06660010	None	42	0.9767	0.0
CG_4_9_14_0_2_um_filter_Pacebacteria_OP11_34_50_curated	925241	34.22	48	1005	Pacebacteria	None	SAMN06659989	None	40	0.9302	0.0
CG_4_9_14_0_2_um_filter_Roizmanbacteria_OP11_38_17_curated	1086880	37.96	28	1240	Roizmanbacteria	None	SAMN06660000	None	41	0.9535	0.0
CG_4_9_14_0_2_um_filter_Shapirobateria_OP11_39_11_curated	525424	39.11	71	650	Shapirobacteria	None	SAMN06660004	None	35	0.814	0.0
CG_4_9_14_0_2_um_filter_Roizmanbacteria_OP11_39_13_curated	1339854	38.69	205	1589	Roizmanbacteria	None	SAMN06660001	None	40	0.9302	0.0
CG_4_9_14_0_2_um_filter_Pacebacteria_OP11_40_15_curated	1218889	39.84	10	1239	Pacebacteria	None	SAMN06659991	None	40	0.9302	0.0
CG_4_9_14_0_2_um_filter_Colwellbacteria_OD1_50_12_curated	256212	49.77	56	310	Colwellbacteria	None	SAMN06659970	None	32	0.7442	0.0
CG_4_9_14_0_2_um_filter_Kaiserbacteria_OD1_41_32_curated	644371	40.92	135	751	Kaiserbacteria	None	SAMN06659976	None	33	0.7674	0.0
CG_4_9_14_0_2_um_filter_WWE3_48_10_curated	556295	47.47	51	661	WWE3	None	SAMN06660009	None	41	0.9535	0.0
CG_4_9_14_0_8_um_filter_Nealsonbacteria_OD1_36_17_curated	382504	35.9	55	455	Nealsonbacteria	None	SAMN06660027	None	34	0.7907	0.0
CG_4_9_14_0_8_um_filter_Nealsonbacteria_OD1_35_12_curated	489418	35.23	65	574	Nealsonbacteria	None	SAMN06660026	None	35	0.814	0.0
CG_4_9_14_0_8_um_filter_Roizmanbacteria_OP11_34_12_curated	1160157	33.55	252	1412	Roizmanbacteria	None	SAMN06660032	None	39	0.907	0.0
CG_4_9_14_3_um_filter_150_Portnoybacteria_OD1_43_11_curated	512847	43.4	71	602	Portnoybacteria	None	SAMN06660109	None	42	0.9767	0.0
CG_4_9_14_3_um_filter_150_Portnoybacteria_OD1_40_10_curated	796222	40.21	94	911	Portnoybacteria	None	SAMN06660108	None	39	0.907	0.0
CG_4_9_14_3_um_filter_150_Kuenenbacteria_OD1_related_39_14_curated	752688	39.08	121	849	Kuenenbacteria	None	SAMN06660083	None	42	0.9767	0.0
CG_4_9_14_3_um_filter_150_Moranbacteria_OD1_42_9_curated	801629	42.14	107	915	Moranbacteria	None	SAMN06660090	None	38	0.8837	0.0
CG_4_9_14_3_um_filter_150_Moranbacteria_OD1_44_28_curated	794432	43.53	48	874	Moranbacteria	None	SAMN06660091	None	42	0.9767	0.0
CG_4_9_14_3_um_filter_150_Magasanikbacteria_OD1_32_9_curated	715070	32.36	82	778	Magasanikbacteria	None	SAMN06660086	None	33	0.7674	0.0
CG_4_9_14_3_um_filter_150_Moranbacteria_OD1_36_9_curated	791319	35.35	57	861	Moranbacteria	None	SAMN06660088	None	42	0.9767	0.0
CG_4_9_14_3_um_filter_150_Zambryskibacteria_OD1_42_15_curated	436852	42.1	32	544	Zambryskibacteria	None	SAMN06660134	None	38	0.8837	0.0
CG_4_9_14_3_um_filter_150_Zambryskibacteria_42_9_curated	488181	42.29	31	571	Zambryskibacteria	None	SAMN06660132	None	39	0.907	0.0
CG_4_9_14_3_um_filter_150_Kerfelbacteria_OD1_45_8_curated	1282698	45.29	41	1298	Kerfeldbacteria	None	SAMN06660081	None	43	1.0	0.0
CG_4_9_14_3_um_filter_150_Zambryskibacteria_OD1_40_16_curated	388078	39.56	43	437	Zambryskibacteria	None	SAMN06660133	None	38	0.8837	0.0
CG_4_9_14_3_um_filter_150_Uhrbacteria_OD1_36_7_curated	745448	35.96	63	778	Uhrbacteria	None	SAMN06660121	None	39	0.907	0.0
CG_4_9_14_3_um_filter_150_Uhrbacteria_OD1_41_35_curated	990402	41.11	26	984	Uhrbacteria	None	SAMN06660122	None	43	1.0	0.0
CG_4_9_14_3_um_filter_150_Uhrbacteria_OD1_50_9_curated	1074356	49.76	55	1125	Uhrbacteria	None	SAMN06660123	None	42	0.9767	0.0233
CG_4_9_14_3_um_filter_150_WWE3_34_6_curated	400824	33.55	112	507	WWE3	None	SAMN06660127	None	33	0.7674	0.0
DOLZORAL124_TM7_54_13_A	938671	53.82	53	951	Saccharibacteria	None	SAMN07757620	None	40	0.9302	0.0698
DOLZORAL124_TM7_55_12	872920	54.74	66	899	Saccharibacteria	None	SAMN07757621	None	34	0.7907	0.0
YM_S32_TM7_50_20_curated	1450269	49.95	1	1578	Saccharibacteria	None	SAMN08102636	None	41	0.9535	0.0
ALUMROCK_MS4_Doudnabacteria_32_13_curated	713421	32.28	101	838	Doudnabacteria	None	None	https://doi.org/10.5281/zenodo.3840639	40	0.9302	0.0698
ALUMROCK_MS4_OD1_33_19_curated	1028708	33.16	75	1065	Moranbacteria	None	None	https://doi.org/10.5281/zenodo.3840639	41	0.9535	0.0
ALUMROCK_MS4_Peregrinibacteria_34_52_curated	1290761	33.78	97	1374	Peregrinibacteria	None	None	https://doi.org/10.5281/zenodo.3840639	39	0.907	0.0
ALUMROCK_MS4_BD1-5_23_16_curated	920619	23.5	81	943	Gracilibacteria	None	None	https://doi.org/10.5281/zenodo.3840639	42	0.9767	0.0
ALUMROCK_MS4_BD1-5_24_33_curated	2138004	23.59	102	2160	Gracilibacteria	None	None	https://doi.org/10.5281/zenodo.3840639	42	0.9767	0.0233
ALUMROCK_MS4_SR1_33_49_curated	1202535	32.79	40	1158	Absconditabacteria	None	None	https://doi.org/10.5281/zenodo.3840639	41	0.9535	0.0465
DOLZORAL124_Bacteria_35_19	984708	35.46	41	991	Gracilibacteria	None	SAMN07757536	None	42	0.9767	0.0
DOLZORAL124_OD1_30_42	609480	30.03	16	645	Campbellbacteria	None	SAMN07757538	None	42	0.9767	0.0
DOLZORAL124_Parcubacteria_35_17	1080164	35.4	39	1116	Moranbacteria	None	SAMN07757592	None	43	1.0	0.0698
DOLZORAL124_TM7_51_31	602649	51.0	10	620	Saccharibacteria	None	SAMN07757619	None	37	0.8605	0.0
SR1_32_15	561073	32.02	102	644	Absconditabacteria	None	SAMN07757614	None	31	0.7209	0.0
ph2015_02_Absconditabacteria_SR1_33_7_curated	763567	32.57	113	826	Absconditabacteria	None	None	https://doi.org/10.5281/zenodo.3840639	38	0.8837	0.0
TERM1_SALIVA_Absconditabacteria_SR1_36_29_table25	1078204	35.44	38	1069	Absconditabacteria	None	None	https://doi.org/10.5281/zenodo.3840639	40	0.9302	0.0233
